,date,lgbm,xgb,prophet,sarimax
56,2024-04-01,390.6309110281906,356.2781066894531,447.33350784447134,326.9348531625324
57,2024-04-02,412.7391823572255,396.8767395019531,454.2125103416701,328.560810735994
58,2024-04-03,468.87620125704376,513.0475463867188,454.0425826833724,326.05893855664755
59,2024-04-04,520.8467084738509,535.4915771484375,416.65099582975233,307.9848974167365
60,2024-04-05,404.5711368806113,484.3140258789063,360.6148086979516,285.26829489438484
61,2024-04-06,357.0956098877232,430.3800048828125,337.6523649182517,275.0576383948633
62,2024-04-07,335.90601745542455,430.6149291992188,324.17674157055484,270.9530744396946
