,lags,params,custom_metric,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
91,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.22406383308867042, 'subsample': 0.6591864479653833, 'colsample_bytree': 0.5728753998152076, 'gamma': 0.2422232710511294, 'reg_alpha': 0.9678590152209445, 'reg_lambda': 0.45141338622554494}",66.30499022895756,1100.0,3.0,0.22406383308867042,0.6591864479653833,0.5728753998152076,0.2422232710511294,0.9678590152209445,0.45141338622554494
46,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.2054124702792307, 'subsample': 0.5767584226119558, 'colsample_bytree': 0.6427255172002846, 'gamma': 0.5608578116932675, 'reg_alpha': 0.6145595885018693, 'reg_lambda': 0.5707887326292196}",66.46358720895192,1100.0,3.0,0.2054124702792307,0.5767584226119558,0.6427255172002846,0.5608578116932675,0.6145595885018693,0.5707887326292196
49,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.19366696053888025, 'subsample': 0.6325487446740277, 'colsample_bytree': 0.55020476495988, 'gamma': 0.11281431569401115, 'reg_alpha': 0.7356098666954181, 'reg_lambda': 0.4866301168392558}",67.03963022939335,1200.0,3.0,0.19366696053888025,0.6325487446740277,0.55020476495988,0.11281431569401115,0.7356098666954181,0.4866301168392558
152,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2542170710358034, 'subsample': 0.6071534745507606, 'colsample_bytree': 0.586564470174272, 'gamma': 0.5570915424112457, 'reg_alpha': 0.6953462267351992, 'reg_lambda': 0.44456046543399297}",67.25518451685834,1200.0,3.0,0.2542170710358034,0.6071534745507606,0.586564470174272,0.5570915424112457,0.6953462267351992,0.44456046543399297
194,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.22063074636718455, 'subsample': 0.6644554037277643, 'colsample_bytree': 0.5829628120459408, 'gamma': 0.22611663378550284, 'reg_alpha': 0.707230403230948, 'reg_lambda': 0.4876543989696818}",67.46930730899102,1200.0,3.0,0.22063074636718455,0.6644554037277643,0.5829628120459408,0.22611663378550284,0.707230403230948,0.4876543989696818
81,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.23209948873187772, 'subsample': 0.6643956126857601, 'colsample_bytree': 0.5693146176301647, 'gamma': 0.24328601808486125, 'reg_alpha': 0.9587211947881878, 'reg_lambda': 0.42406213398183856}",67.64084464937564,1100.0,3.0,0.23209948873187772,0.6643956126857601,0.5693146176301647,0.24328601808486125,0.9587211947881878,0.42406213398183856
169,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2066714516896535, 'subsample': 0.6117691869858646, 'colsample_bytree': 0.6057497495683962, 'gamma': 0.28931238922787517, 'reg_alpha': 0.7828929598385699, 'reg_lambda': 0.44585039602808807}",67.83851693181454,1200.0,3.0,0.2066714516896535,0.6117691869858646,0.6057497495683962,0.28931238922787517,0.7828929598385699,0.44585039602808807
172,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.19651385541129407, 'subsample': 0.6280803460155031, 'colsample_bytree': 0.5704872073689387, 'gamma': 0.33025133435826265, 'reg_alpha': 0.799842937328295, 'reg_lambda': 0.46360378774711614}",68.31406607989209,1200.0,3.0,0.19651385541129407,0.6280803460155031,0.5704872073689387,0.33025133435826265,0.799842937328295,0.46360378774711614
48,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.24821018323291094, 'subsample': 0.6326184642115161, 'colsample_bytree': 0.5711053138068967, 'gamma': 0.14501795389796385, 'reg_alpha': 0.7424267417604431, 'reg_lambda': 0.48611816296268673}",68.35053429636336,1200.0,3.0,0.24821018323291094,0.6326184642115161,0.5711053138068967,0.14501795389796385,0.7424267417604431,0.48611816296268673
65,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.18399090678563754, 'subsample': 0.5343664196102332, 'colsample_bytree': 0.6783907842308152, 'gamma': 0.2289393235917955, 'reg_alpha': 0.6607169032983098, 'reg_lambda': 0.6229911246203689}",68.57365261551507,1100.0,3.0,0.18399090678563754,0.5343664196102332,0.6783907842308152,0.2289393235917955,0.6607169032983098,0.6229911246203689
191,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.21235007726806088, 'subsample': 0.6142362838214963, 'colsample_bytree': 0.6040719992984754, 'gamma': 0.2923866872746035, 'reg_alpha': 0.7753631132712588, 'reg_lambda': 0.4450882633022994}",68.96271964590966,1200.0,3.0,0.21235007726806088,0.6142362838214963,0.6040719992984754,0.2923866872746035,0.7753631132712588,0.4450882633022994
68,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.2279455516532622, 'subsample': 0.6569789227544691, 'colsample_bytree': 0.5587525523823198, 'gamma': 0.2333259837364145, 'reg_alpha': 0.9622652481789506, 'reg_lambda': 0.44159701024523657}",68.96383497173012,1100.0,3.0,0.2279455516532622,0.6569789227544691,0.5587525523823198,0.2333259837364145,0.9622652481789506,0.44159701024523657
123,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2445168516632576, 'subsample': 0.674639879385193, 'colsample_bytree': 0.5099194257098044, 'gamma': 0.2030670494878375, 'reg_alpha': 0.8104126424279767, 'reg_lambda': 0.5575766483700386}",69.01223789093396,1200.0,3.0,0.2445168516632576,0.674639879385193,0.5099194257098044,0.2030670494878375,0.8104126424279767,0.5575766483700386
142,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2151533063785176, 'subsample': 0.636621646347304, 'colsample_bytree': 0.5400695283151199, 'gamma': 0.18687586459832384, 'reg_alpha': 0.7722787592240977, 'reg_lambda': 0.4251586170247096}",69.43517241806671,1200.0,3.0,0.2151533063785176,0.636621646347304,0.5400695283151199,0.18687586459832384,0.7722787592240977,0.4251586170247096
69,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 8, 'learning_rate': 0.2664879302881225, 'subsample': 0.5246363001165717, 'colsample_bytree': 0.5941745626231173, 'gamma': 0.1550744324825468, 'reg_alpha': 0.7816997232542866, 'reg_lambda': 0.4829950365968573}",69.4715784341881,1200.0,8.0,0.2664879302881225,0.5246363001165717,0.5941745626231173,0.1550744324825468,0.7816997232542866,0.4829950365968573
143,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.29145936673790285, 'subsample': 0.6627426666362585, 'colsample_bytree': 0.5735692680931201, 'gamma': 0.12352288482195255, 'reg_alpha': 0.744160571033657, 'reg_lambda': 0.495386177814004}",69.6062822838431,1200.0,3.0,0.29145936673790285,0.6627426666362585,0.5735692680931201,0.12352288482195255,0.744160571033657,0.495386177814004
183,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.17742093568770187, 'subsample': 0.6231004920227541, 'colsample_bytree': 0.5867407964648488, 'gamma': 0.5349744536477608, 'reg_alpha': 0.7187341816124774, 'reg_lambda': 0.4476344973076262}",69.6901891638226,1100.0,3.0,0.17742093568770187,0.6231004920227541,0.5867407964648488,0.5349744536477608,0.7187341816124774,0.4476344973076262
51,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.19559604522599217, 'subsample': 0.6747782998374867, 'colsample_bytree': 0.5530190581336716, 'gamma': 0.1341746156348162, 'reg_alpha': 0.7462518872477688, 'reg_lambda': 0.5259098739162392}",69.73095024172326,1100.0,3.0,0.19559604522599217,0.6747782998374867,0.5530190581336716,0.1341746156348162,0.7462518872477688,0.5259098739162392
131,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.23536414399252162, 'subsample': 0.6665642690577874, 'colsample_bytree': 0.579395321202154, 'gamma': 0.21219505354576065, 'reg_alpha': 0.7262496234531708, 'reg_lambda': 0.7980717773125984}",69.78164907346677,1100.0,3.0,0.23536414399252162,0.6665642690577874,0.579395321202154,0.21219505354576065,0.7262496234531708,0.7980717773125984
186,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.21632518010404833, 'subsample': 0.7517222691980141, 'colsample_bytree': 0.5334971174659177, 'gamma': 0.49586240730986103, 'reg_alpha': 0.7938161441379419, 'reg_lambda': 0.39211805945444833}",69.8220119492228,1100.0,3.0,0.21632518010404833,0.7517222691980141,0.5334971174659177,0.49586240730986103,0.7938161441379419,0.39211805945444833
156,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2225847898097215, 'subsample': 0.6215180587868298, 'colsample_bytree': 0.6131062006031965, 'gamma': 0.566222064083657, 'reg_alpha': 0.6635681803463566, 'reg_lambda': 0.4175177388140912}",70.17717863364926,1200.0,3.0,0.2225847898097215,0.6215180587868298,0.6131062006031965,0.566222064083657,0.6635681803463566,0.4175177388140912
193,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.20573710571175458, 'subsample': 0.5834833671348124, 'colsample_bytree': 0.5461283631357354, 'gamma': 0.35065785625432894, 'reg_alpha': 0.7804686024931945, 'reg_lambda': 0.4089778093454533}",70.546960943094,1200.0,3.0,0.20573710571175458,0.5834833671348124,0.5461283631357354,0.35065785625432894,0.7804686024931945,0.4089778093454533
40,[1 2 3 4 5 6 7],"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.17583895014828424, 'subsample': 0.4735749831149838, 'colsample_bytree': 0.7130104720697348, 'gamma': 0.5539549359613963, 'reg_alpha': 0.6080602089973476, 'reg_lambda': 0.5677076112377755}",71.15379190084354,800.0,3.0,0.17583895014828424,0.4735749831149838,0.7130104720697348,0.5539549359613963,0.6080602089973476,0.5677076112377755
190,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2011239773130541, 'subsample': 0.6105186025974076, 'colsample_bytree': 0.601354902155932, 'gamma': 0.6543670927243629, 'reg_alpha': 0.7535142472497312, 'reg_lambda': 0.466108527197073}",71.17799356846842,1200.0,3.0,0.2011239773130541,0.6105186025974076,0.601354902155932,0.6543670927243629,0.7535142472497312,0.466108527197073
122,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2715243568357518, 'subsample': 0.6308767947731229, 'colsample_bytree': 0.5813281746660601, 'gamma': 0.1515941856385016, 'reg_alpha': 0.7832880008595645, 'reg_lambda': 0.45983863261947433}",71.23020967119292,1200.0,3.0,0.2715243568357518,0.6308767947731229,0.5813281746660601,0.1515941856385016,0.7832880008595645,0.45983863261947433
164,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.27256849294902025, 'subsample': 0.6661499527501007, 'colsample_bytree': 0.5378170356661451, 'gamma': 0.3437894971092601, 'reg_alpha': 0.7633803440846373, 'reg_lambda': 0.5447878396761948}",71.39619092704493,1200.0,3.0,0.27256849294902025,0.6661499527501007,0.5378170356661451,0.3437894971092601,0.7633803440846373,0.5447878396761948
189,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.24407575980832633, 'subsample': 0.709125457900287, 'colsample_bytree': 0.5706523923940353, 'gamma': 0.11474578911596589, 'reg_alpha': 0.9245399569707253, 'reg_lambda': 0.5273967353972036}",71.4031736535112,1100.0,3.0,0.24407575980832633,0.709125457900287,0.5706523923940353,0.11474578911596589,0.9245399569707253,0.5273967353972036
2,[1 2 3 4 5 6 7],"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.2704601731825008, 'subsample': 0.5786448283871795, 'colsample_bytree': 0.6709608626961889, 'gamma': 0.8494317940777896, 'reg_alpha': 0.7244553248606352, 'reg_lambda': 0.6110235106775829}",71.94236081106085,500.0,4.0,0.2704601731825008,0.5786448283871795,0.6709608626961889,0.8494317940777896,0.7244553248606352,0.6110235106775829
78,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.21685983201883155, 'subsample': 0.46378444963322385, 'colsample_bytree': 0.5330909307955015, 'gamma': 0.2779985106488361, 'reg_alpha': 0.7648365815109817, 'reg_lambda': 0.5593729765012032}",72.06780729523969,1200.0,3.0,0.21685983201883155,0.46378444963322385,0.5330909307955015,0.2779985106488361,0.7648365815109817,0.5593729765012032
92,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.25293002247315977, 'subsample': 0.6173168303552565, 'colsample_bytree': 0.5762130608699337, 'gamma': 0.20136217568135367, 'reg_alpha': 0.9727090358773053, 'reg_lambda': 0.48865286326681495}",72.26216810236879,1100.0,3.0,0.25293002247315977,0.6173168303552565,0.5762130608699337,0.20136217568135367,0.9727090358773053,0.48865286326681495
107,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.22193561369009412, 'subsample': 0.6919540549459174, 'colsample_bytree': 0.555107001407882, 'gamma': 0.13548951013030663, 'reg_alpha': 0.8599093573566993, 'reg_lambda': 0.3284997813467456}",72.30652263967116,1100.0,3.0,0.22193561369009412,0.6919540549459174,0.555107001407882,0.13548951013030663,0.8599093573566993,0.3284997813467456
181,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.16899945640173641, 'subsample': 0.6709359384651231, 'colsample_bytree': 0.5744612957185697, 'gamma': 0.4790085015466709, 'reg_alpha': 0.5420785808869479, 'reg_lambda': 0.6369077034906752}",72.32309935063647,1200.0,3.0,0.16899945640173641,0.6709359384651231,0.5744612957185697,0.4790085015466709,0.5420785808869479,0.6369077034906752
108,[1 2 3 4 5 6 7],"{'n_estimators': 400, 'max_depth': 4, 'learning_rate': 0.17681638728892854, 'subsample': 0.6646705135003573, 'colsample_bytree': 0.6208524527662934, 'gamma': 0.05564723088821259, 'reg_alpha': 0.9013796904915378, 'reg_lambda': 0.4628274901400863}",72.4170134983721,400.0,4.0,0.17681638728892854,0.6646705135003573,0.6208524527662934,0.05564723088821259,0.9013796904915378,0.4628274901400863
62,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.21301444168470896, 'subsample': 0.6002990492686722, 'colsample_bytree': 0.6335524870251926, 'gamma': 0.17982349682451898, 'reg_alpha': 0.7125309015191155, 'reg_lambda': 0.4701505231820003}",72.82243814217323,1100.0,3.0,0.21301444168470896,0.6002990492686722,0.6335524870251926,0.17982349682451898,0.7125309015191155,0.4701505231820003
174,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 7, 'learning_rate': 0.23252870514804988, 'subsample': 0.570209291833982, 'colsample_bytree': 0.5892806478706804, 'gamma': 0.3578662870926602, 'reg_alpha': 0.7752939484864724, 'reg_lambda': 0.4792815313048665}",72.88986521307667,1200.0,7.0,0.23252870514804988,0.570209291833982,0.5892806478706804,0.3578662870926602,0.7752939484864724,0.4792815313048665
63,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2301170753442906, 'subsample': 0.653545081026418, 'colsample_bytree': 0.5404111704005045, 'gamma': 0.1572698529345837, 'reg_alpha': 0.7655214200568495, 'reg_lambda': 0.4194723934448735}",72.98367101750507,1200.0,3.0,0.2301170753442906,0.653545081026418,0.5404111704005045,0.1572698529345837,0.7655214200568495,0.4194723934448735
41,[1 2 3 4 5 6 7],"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.1583294728659097, 'subsample': 0.48729819219494164, 'colsample_bytree': 0.7274409666829547, 'gamma': 0.5660091337261217, 'reg_alpha': 0.5787865690878711, 'reg_lambda': 0.655008659149001}",73.5597930170407,800.0,3.0,0.1583294728659097,0.48729819219494164,0.7274409666829547,0.5660091337261217,0.5787865690878711,0.655008659149001
20,[1 2 3 4 5 6 7],"{'n_estimators': 400, 'max_depth': 7, 'learning_rate': 0.36333154961454694, 'subsample': 0.45833950224690423, 'colsample_bytree': 0.8218612566322513, 'gamma': 0.5053489263854287, 'reg_alpha': 0.863505216445311, 'reg_lambda': 0.4351706569553101}",73.61952096429005,400.0,7.0,0.36333154961454694,0.45833950224690423,0.8218612566322513,0.5053489263854287,0.863505216445311,0.4351706569553101
18,[1 2 3 4 5 6 7],"{'n_estimators': 500, 'max_depth': 10, 'learning_rate': 0.4605698859127503, 'subsample': 0.5549822405729603, 'colsample_bytree': 0.7154524014549798, 'gamma': 0.984631840076218, 'reg_alpha': 0.9178070884218174, 'reg_lambda': 0.8321340795145723}",73.63680700221735,500.0,10.0,0.4605698859127503,0.5549822405729603,0.7154524014549798,0.984631840076218,0.9178070884218174,0.8321340795145723
106,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2059198457376941, 'subsample': 0.7092018070770385, 'colsample_bytree': 0.4965135164756445, 'gamma': 0.16890137836994246, 'reg_alpha': 0.8776498291268829, 'reg_lambda': 0.5249013126619515}",73.8666132518521,1200.0,3.0,0.2059198457376941,0.7092018070770385,0.4965135164756445,0.16890137836994246,0.8776498291268829,0.5249013126619515
5,[1 2 3 4 5 6 7],"{'n_estimators': 900, 'max_depth': 3, 'learning_rate': 0.16546988609195726, 'subsample': 0.4733435907582686, 'colsample_bytree': 0.8796782420950293, 'gamma': 0.2504553653965067, 'reg_alpha': 0.48303426426270435, 'reg_lambda': 0.985559785610705}",73.87071498930081,900.0,3.0,0.16546988609195726,0.4733435907582686,0.8796782420950293,0.2504553653965067,0.48303426426270435,0.985559785610705
119,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.16892368249551645, 'subsample': 0.6148294380554452, 'colsample_bytree': 0.537084884375409, 'gamma': 0.12714797592107652, 'reg_alpha': 0.9122729434426439, 'reg_lambda': 0.38767397838976375}",73.88458938468608,1200.0,3.0,0.16892368249551645,0.6148294380554452,0.537084884375409,0.12714797592107652,0.9122729434426439,0.38767397838976375
43,[1 2 3 4 5 6 7],"{'n_estimators': 900, 'max_depth': 3, 'learning_rate': 0.1431218470503044, 'subsample': 0.5480597146170778, 'colsample_bytree': 0.6139023968216449, 'gamma': 0.5439984194446894, 'reg_alpha': 0.5477629347325363, 'reg_lambda': 0.6686116866773802}",73.95068154118216,900.0,3.0,0.1431218470503044,0.5480597146170778,0.6139023968216449,0.5439984194446894,0.5477629347325363,0.6686116866773802
148,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.26493088686927674, 'subsample': 0.5445893135627772, 'colsample_bytree': 0.5551131603929502, 'gamma': 0.2609708567722029, 'reg_alpha': 0.7991400277121607, 'reg_lambda': 0.8471737427019839}",73.96955033997877,1000.0,3.0,0.26493088686927674,0.5445893135627772,0.5551131603929502,0.2609708567722029,0.7991400277121607,0.8471737427019839
55,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.24575465699004734, 'subsample': 0.6235501652464457, 'colsample_bytree': 0.6058728475716918, 'gamma': 0.1934039665154417, 'reg_alpha': 0.8172812884825196, 'reg_lambda': 0.6003526506732624}",74.1388037095781,1200.0,3.0,0.24575465699004734,0.6235501652464457,0.6058728475716918,0.1934039665154417,0.8172812884825196,0.6003526506732624
102,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.23457979372127385, 'subsample': 0.7025191675098937, 'colsample_bytree': 0.5480183545410939, 'gamma': 0.2485612420115449, 'reg_alpha': 0.9777600188007313, 'reg_lambda': 0.3946996280862809}",74.21189627410473,1100.0,3.0,0.23457979372127385,0.7025191675098937,0.5480183545410939,0.2485612420115449,0.9777600188007313,0.3946996280862809
110,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.19239258593904218, 'subsample': 0.6470252159086372, 'colsample_bytree': 0.4316035824590645, 'gamma': 0.23478735760432104, 'reg_alpha': 0.9455100689606029, 'reg_lambda': 0.4335602160123274}",74.43648275717791,1200.0,3.0,0.19239258593904218,0.6470252159086372,0.4316035824590645,0.23478735760432104,0.9455100689606029,0.4335602160123274
57,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2569781303153422, 'subsample': 0.6732636791645987, 'colsample_bytree': 0.518754641115737, 'gamma': 0.11421272688322026, 'reg_alpha': 0.9449095409785563, 'reg_lambda': 0.9044390935643356}",74.56467051807817,1200.0,3.0,0.2569781303153422,0.6732636791645987,0.518754641115737,0.11421272688322026,0.9449095409785563,0.9044390935643356
64,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 4, 'learning_rate': 0.15800669989459626, 'subsample': 0.7038213551883281, 'colsample_bytree': 0.5865869932654035, 'gamma': 0.03259337965073106, 'reg_alpha': 0.7294959505038056, 'reg_lambda': 0.5921688894270608}",74.62275111286402,1000.0,4.0,0.15800669989459626,0.7038213551883281,0.5865869932654035,0.03259337965073106,0.7294959505038056,0.5921688894270608
134,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.220743413394418, 'subsample': 0.7076702872794132, 'colsample_bytree': 0.5225569985549411, 'gamma': 0.3009092839025187, 'reg_alpha': 0.9473135631015914, 'reg_lambda': 0.4999608353974014}",74.9027553755324,1000.0,3.0,0.220743413394418,0.7076702872794132,0.5225569985549411,0.3009092839025187,0.9473135631015914,0.4999608353974014
112,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.30924886793297984, 'subsample': 0.6224399468924479, 'colsample_bytree': 0.5736914679586738, 'gamma': 0.08143083866746242, 'reg_alpha': 0.8949568871359945, 'reg_lambda': 0.5459695776286968}",74.92678555692488,1200.0,3.0,0.30924886793297984,0.6224399468924479,0.5736914679586738,0.08143083866746242,0.8949568871359945,0.5459695776286968
100,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.27223185073344536, 'subsample': 0.7472251839466607, 'colsample_bytree': 0.5087798454120755, 'gamma': 0.2998804256521081, 'reg_alpha': 0.9019256145378227, 'reg_lambda': 0.4413039293848464}",74.97318774443376,1000.0,3.0,0.27223185073344536,0.7472251839466607,0.5087798454120755,0.2998804256521081,0.9019256145378227,0.4413039293848464
89,[1 2 3 4 5 6 7],"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.20747341629607377, 'subsample': 0.5895582633075213, 'colsample_bytree': 0.5321731993661077, 'gamma': 0.21790808362694788, 'reg_alpha': 0.7342603517636097, 'reg_lambda': 0.43106646851814195}",75.09441851566473,400.0,3.0,0.20747341629607377,0.5895582633075213,0.5321731993661077,0.21790808362694788,0.7342603517636097,0.43106646851814195
54,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.20357003969364493, 'subsample': 0.7225387842547898, 'colsample_bytree': 0.4516826029440928, 'gamma': 0.061384198777576476, 'reg_alpha': 0.7703794989205585, 'reg_lambda': 0.46383017043262}",75.44594572771327,1100.0,3.0,0.20357003969364493,0.7225387842547898,0.4516826029440928,0.061384198777576476,0.7703794989205585,0.46383017043262
173,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.18237928136744702, 'subsample': 0.6499949817460651, 'colsample_bytree': 0.5522993716926233, 'gamma': 0.24436574324760607, 'reg_alpha': 0.7501826770521912, 'reg_lambda': 0.9338663230699008}",75.61548430057621,1200.0,3.0,0.18237928136744702,0.6499949817460651,0.5522993716926233,0.24436574324760607,0.7501826770521912,0.9338663230699008
188,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.22794470178219922, 'subsample': 0.6497585240073336, 'colsample_bytree': 0.7622010657555783, 'gamma': 0.6276939461927341, 'reg_alpha': 0.9623879154971455, 'reg_lambda': 0.4320911497343362}",75.62804372515063,1200.0,3.0,0.22794470178219922,0.6497585240073336,0.7622010657555783,0.6276939461927341,0.9623879154971455,0.4320911497343362
177,[1 2 3 4 5 6 7],"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.2499418624240775, 'subsample': 0.636699242882761, 'colsample_bytree': 0.5261708501790276, 'gamma': 0.6147068263360917, 'reg_alpha': 0.8221279064014332, 'reg_lambda': 0.3522822993883814}",75.63557820383996,400.0,3.0,0.2499418624240775,0.636699242882761,0.5261708501790276,0.6147068263360917,0.8221279064014332,0.3522822993883814
147,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.2853715209302825, 'subsample': 0.5954656963731292, 'colsample_bytree': 0.5289089013875419, 'gamma': 0.31528450705559724, 'reg_alpha': 0.7206982810859166, 'reg_lambda': 0.5673508503061417}",75.8653014779609,1100.0,3.0,0.2853715209302825,0.5954656963731292,0.5289089013875419,0.31528450705559724,0.7206982810859166,0.5673508503061417
59,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2848386171827017, 'subsample': 0.7865123764500576, 'colsample_bytree': 0.4411486888955985, 'gamma': 0.016531609496333477, 'reg_alpha': 0.8736333333126927, 'reg_lambda': 0.35914887639905524}",75.91346608139199,1200.0,3.0,0.2848386171827017,0.7865123764500576,0.4411486888955985,0.016531609496333477,0.8736333333126927,0.35914887639905524
151,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.23381079244056951, 'subsample': 0.6398400243007392, 'colsample_bytree': 0.545017785098923, 'gamma': 0.1412414434847235, 'reg_alpha': 0.7524200149142767, 'reg_lambda': 0.48270750990823497}",76.02054475340779,1200.0,3.0,0.23381079244056951,0.6398400243007392,0.545017785098923,0.1412414434847235,0.7524200149142767,0.48270750990823497
74,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.20205335909830896, 'subsample': 0.5094741953084624, 'colsample_bytree': 0.5676198043404639, 'gamma': 0.1933716856098348, 'reg_alpha': 0.8619690952109184, 'reg_lambda': 0.5473800288989108}",76.18770004200545,1200.0,3.0,0.20205335909830896,0.5094741953084624,0.5676198043404639,0.1933716856098348,0.8619690952109184,0.5473800288989108
150,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2004550667538786, 'subsample': 0.5848049128866482, 'colsample_bytree': 0.9674945433575053, 'gamma': 0.22892842113162093, 'reg_alpha': 0.8337598665797067, 'reg_lambda': 0.703378031096152}",76.20675468257141,1200.0,3.0,0.2004550667538786,0.5848049128866482,0.9674945433575053,0.22892842113162093,0.8337598665797067,0.703378031096152
113,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.22465318262234768, 'subsample': 0.6020779753764895, 'colsample_bytree': 0.5431410538449307, 'gamma': 0.1441077663089664, 'reg_alpha': 0.8538789309468164, 'reg_lambda': 0.4108036866683086}",76.59216881825823,1200.0,3.0,0.22465318262234768,0.6020779753764895,0.5431410538449307,0.1441077663089664,0.8538789309468164,0.4108036866683086
