id,Provincia,Nombre,X,Y,Z
4007Y,ALBACETE,OSSA DE MONTIEL,39.900000000000006,-3.4333333333333336,905
4051Y,CUENCA,ALCÁZAR DEL REY,40.71666666666666,-3.2166666666666663,875
4061X,TOLEDO,QUINTANAR DE LA ORDEN,40.41666666666667,-3.933333333333333,692
4064Y,CIUDAD REAL,ALCAZAR DE SAN JUAN,39.833333333333336,-4.15,640
4067,TOLEDO,MADRIDEJOS,40.0,-4.216666666666667,690
4070Y,CUENCA,ABIA DE OBISPALIA,40.15,-3.1,1020
4075Y,CUENCA,VILLARES DEL SAZ,40.25,-2.7,870
4089A,CUENCA,ALBERCA DE ZANCARA,39.53333333333333,-3.2333333333333334,805
4090Y,CUENCA,SAN CLEMENTE,39.416666666666664,-2.65,728
4091Y,ALBACETE,VILLARROBLEDO,39.96666666666667,-3.1333333333333337,718
4093Y,CUENCA,OSA DE LA VEGA ,40.016666666666666,-3.35,763
4095Y,CUENCA,BELMONTE,39.86666666666667,-3.0333333333333337,745
4096Y,ALBACETE,MUNERA,39.016666666666666,-2.816666666666667,918
4103X,CIUDAD REAL,TOMELLOSO,39.31666666666666,-3.45,662
4116I,CIUDAD REAL,ALMAGRO / FAMET,39.0,-4.25,626
4121,CIUDAD REAL,CIUDAD REAL,39.333333333333336,-4.133333333333333,626
4121C,CIUDAD REAL,"CIUDAD REAL, INSTITUTO",39.25,-4.666666666666666,627
4138Y,CIUDAD REAL,VILLANUEVA DE LOS INFANTES,38.983333333333334,-3.2666666666666666,900
4147X,CIUDAD REAL,VALDEPEÑAS,38.78333333333333,-3.8666666666666667,700
4148,CIUDAD REAL,VISO DEL MARQUÉS,38.6,-3.5666666666666664,804
4193Y,CIUDAD REAL,EL ROBLEDO,39.233333333333334,-5.233333333333333,587
4195E,CIUDAD REAL,"ALCORNOQUERA, PARQUE NACIONAL CABAÑEROS",39.56666666666667,-5.083333333333334,651
4210Y,CIUDAD REAL,ABENÓJAR,39.766666666666666,-4.8,718
4220X,CIUDAD REAL,PUEBLA DE DON RODRIGO,39.1,-4.933333333333334,531
4236Y,CACERES,PUERTO REY ,39.483333333333334,-5.6,689
4244X,BADAJOZ,HERRERA DEL DUQUE,39.33333333333333,-5.783333333333333,447
4245X,CACERES,GUADALUPE,39.76666666666667,-5.333333333333333,660
4260,BADAJOZ,PERALEDA DEL ZAUCEJO,39.25,-6.216666666666667,542
4263X,CORDOBA,VALSEQUILLO,38.96666666666667,-5.383333333333333,575
4267X,CORDOBA,HINOJOSA DEL DUQUE,39.4,-5.383333333333333,551
4300Y,CIUDAD REAL,ALMADÉN,39.28333333333333,-5.55,535
4325Y,BADAJOZ,CASTUERA,39.25,-6.266666666666667,459
4339X,CACERES,CAÑAMERO,40.15,-5.5,590
4340,BADAJOZ,NAVALVILLAR DE PELA,39.300000000000004,-6.133333333333334,313
4347X,CACERES,ZORITA,40.233333333333334,-6.316666666666666,413
4358X,BADAJOZ,DON BENITO,39.28333333333334,-6.7,273
4362X,BADAJOZ,RETAMAL DE LLERENA,39.150000000000006,-6.583333333333333,474
4386B,BADAJOZ,LLERENA,39.11666666666667,-6.033333333333333,655
4395X,BADAJOZ,VILLAFRANCA DE LOS BARROS,38.65,-6.7,430
4410X,BADAJOZ,MÉRIDA,39.85,-6.5166666666666675,228
4411C,CACERES,ALCUESCAR,40.05,-7.083333333333334,467
4427X,BADAJOZ,ZAFRA,38.96666666666666,-6.633333333333334,433
4436Y,BADAJOZ,ALMENDRALEJO,39.016666666666666,-7.016666666666667,371
4452,BADAJOZ,BADAJOZ AEROPUERTO,38.88333333333333,-7.633333333333333,185
4464X,BADAJOZ,ALBURQUERQUE,40.08333333333333,-7.7,283
4468X,BADAJOZ,PUEBLA DE OBANDO,39.766666666666666,-6.6499999999999995,392
4478X,BADAJOZ,BADAJOZ,39.05,-7.566666666666666,174
4486X,BADAJOZ,OLIVENZA,39.53333333333333,-7.1499999999999995,275
4489X,BADAJOZ,ALCONCHEL,38.56666666666667,-8.183333333333334,170
4492F,BADAJOZ,BARCARROTA,38.833333333333336,-7.316666666666667,377
4497X,BADAJOZ,VILLANUEVA DEL FRESNO,38.7,-7.633333333333334,247
4499X,BADAJOZ,MONESTERIO,38.95,-6.583333333333333,771
4501X,BADAJOZ,FUENTE DE CANTOS,38.733333333333334,-6.983333333333333,602
4511C,BADAJOZ,JEREZ DE LOS CABALLEROS,39.199999999999996,-7.65,381
4520X,BADAJOZ,FREGENAL DE LA SIERRA,38.86666666666667,-7.3500000000000005,586
4527X,HUELVA,AROCHE,38.78333333333334,-7.516666666666667,267
4549Y,HUELVA,AYAMONTE,37.86666666666666,-8.083333333333334,3
4560Y,HUELVA,ALAJAR,37.983333333333334,-7.166666666666667,572
4605,HUELVA,HUELVA,37.65,-7.916666666666667,17
4642E,HUELVA,"HUELVA, RONDA ESTE",37.96666666666667,-7.6000000000000005,18
5000A,CEUTA,"CEUTA, MONTE HACHO",36.61666666666667,-5.816666666666666,200
5000C,CEUTA,CEUTA,36.2,-6.1499999999999995,87
5038X,JAEN,CAZORLA,38.85,-3.2333333333333334,782
5047E,GRANADA,BAZA,37.85,-2.8333333333333335,785
5051X,GRANADA,HUÉSCAR,38.516666666666666,-2.8166666666666664,1092
5181D,JAEN,ARROYO DEL OJANCO,39.18333333333333,-3.2666666666666666,580
5192,JAEN,VILLARRODRIGO,38.833333333333336,-2.8833333333333333,862
5246,JAEN,SANTA ELENA,39.0,-3.65,770
5270,JAEN,"JAÉN, INSTITUTO",38.35,-4.116666666666666,510
5270B,JAEN,JAÉN,38.416666666666664,-4.35,580
5298X,JAEN,ANDÚJAR,38.4,-4.85,202
5390Y,CORDOBA,VILLANUEVA DE CÓRDOBA,39.300000000000004,-5.133333333333333,750
5402,CORDOBA,CÓRDOBA AEROPUERTO,38.766666666666666,-5.633333333333333,90
5427X,CORDOBA,DOÑA MENCÍA,37.916666666666664,-4.583333333333333,650
5514,GRANADA,GRANADA BASE AÉREA,37.36666666666667,-4.5,687
5530E,GRANADA,GRANADA AEROPUERTO,37.599999999999994,-4.166666666666667,567
5582A,GRANADA,LOJA,37.81666666666666,-4.316666666666667,760
5612B,SEVILLA,LA RODA DE ANDALUCÍA,37.849999999999994,-4.966666666666667,410
5641X,SEVILLA,ÉCIJA,38.46666666666667,-5.183333333333333,130
5704B,SEVILLA,CAZALLA DE LA SIERRA,38.5,-5.95,550
5783,SEVILLA,SEVILLA AEROPUERTO,37.416666666666664,-6.616666666666667,34
5796,SEVILLA,MORÓN DE LA FRONTERA,38.016666666666666,-6.283333333333333,87
5860E,HUELVA,"MOGUER, EL ARENOSILLO",37.96666666666667,-7.016666666666667,41
5910,CADIZ,"ROTA, BASE NAVAL",36.96666666666667,-7.266666666666667,21
5911A,CADIZ,GRAZALEMA,37.38333333333333,-5.816666666666666,913
5960,CADIZ,JEREZ DE LA FRONTERA AEROPUERTO,36.78333333333333,-6.3999999999999995,27
5972X,CADIZ,SAN FERNANDO,37.38333333333333,-6.533333333333333,28
5973,CADIZ,CÁDIZ,37.46666666666667,-6.716666666666667,2
5995B,CADIZ,VEJER DE LA FRONTERA,36.96666666666667,-6.8500000000000005,186
6000A,MELILLA,MELILLA,35.85,-3.3333333333333335,52
6001,CADIZ,TARIFA,36.833333333333336,-6.516666666666667,32
6032B,MALAGA,RONDA,37.71666666666667,-5.266666666666667,766
6058I,MALAGA,ESTEPONA,36.43333333333333,-5.45,19
6084X,MALAGA,FUENGIROLA,36.85,-4.716666666666667,8
6106X,MALAGA,ANTEQUERA,37.78333333333333,-5.633333333333334,408
6155A,MALAGA,MÁLAGA AEROPUERTO,37.61666666666667,-5.4,6
6156X,MALAGA,"MÁLAGA, CENTRO METEOROLÓGICO",36.78333333333334,-5.366666666666667,54
6172O,MALAGA,"MÁLAGA, PUERTO",36.71666666666667,-4.6000000000000005,25
6205X,MALAGA,TORROX,37.300000000000004,-4.383333333333334,3
6268X,GRANADA,MOTRIL,37.083333333333336,-4.333333333333333,12
6277B,ALMERIA,ADRA,37.56666666666667,-3.25,8
6293X,ALMERIA,ROQUETAS DE MAR,36.9,-2.8000000000000003,3
6297,ALMERIA,ALMERÍA,37.68333333333334,-2.7833333333333337,7
6302A,ALMERIA,ABLA,37.61666666666667,-3.5666666666666664,869
6325O,ALMERIA,ALMERÍA AEROPUERTO,37.61666666666667,-2.7666666666666666,21
6332X,ALMERIA,CARBONERAS,37.78333333333334,-2.1166666666666667,16
6367B,ALMERIA,HUÉRCAL-OVERA,37.81666666666666,-2.55,300
6381,ALMERIA,ALBORÁN,36.23333333333333,-3.1999999999999997,15
7002Y,MURCIA,ÁGUILAS,37.449999999999996,-1.8000000000000003,26
7012C,MURCIA,CARTAGENA,37.66666666666667,-1.25,17
7031,MURCIA,SAN JAVIER AEROPUERTO,38.11666666666667,-1.0,4
7031X,MURCIA,SAN JAVIER AEROPUERTO,38.46666666666667,-1.15,4
7096B,ALBACETE,HELLÍN,39.05,-1.8833333333333333,605
7119B,MURCIA,CARAVACA DE LA CRUZ,38.25,-2.5,643
7145D,MURCIA,CIEZA,39.18333333333334,-2.2,265
7178I,MURCIA,MURCIA,38.11666666666667,-1.4166666666666667,62
7209,MURCIA,LORCA,37.93333333333333,-1.9166666666666667,312
7228,MURCIA,"ALCANTARILLA, BASE AÉREA",38.41666666666667,-1.9333333333333336,75
7247X,ALICANTE,EL PINÓS/PINOSO,39.36666666666667,-1.3166666666666669,575
7275C,MURCIA,YECLA,38.7,-1.7333333333333334,640
8019,ALICANTE,ALICANTE-ELCHE AEROPUERTO,39.233333333333334,-0.8166666666666667,43
8025,ALICANTE,ALACANT/ALICANTE,38.71666666666667,-1.1333333333333333,81
8050X,ALICANTE,JÁVEA/ XÀBIA,38.8,0.23333333333333334,15
8058X,VALENCIA,OLIVA,39.65,-0.8333333333333334,5
8096,CUENCA,CUENCA,40.1,-3.033333333333333,949
8175,ALBACETE,ALBACETE BASE AÉREA,39.2,-2.2333333333333334,702
8177A,ALBACETE,CHINCHILLA,39.08333333333333,-2.25,880
8178D,ALBACETE,ALBACETE,39.35,-2.6166666666666667,674
8293X,VALENCIA,XÀTIVA,39.1,-0.9333333333333333,88
8309X,VALENCIA,UTIEL,40.1,-1.9166666666666667,758
8325X,VALENCIA,POLINYÀ DE XÚQUER,39.266666666666666,-0.6833333333333333,12
8368U,TERUEL,TERUEL,40.38333333333333,-1.5666666666666667,902
8414A,VALENCIA,VALENCIA AEROPUERTO,39.583333333333336,-0.95,56
8416,VALENCIA,VALÈNCIA,40.300000000000004,-1.3333333333333333,11
8416Y,VALENCIA,"VALÈNCIA, VIVEROS",40.300000000000004,-1.3333333333333333,11
8489X,CASTELLON,VILLAFRANCA DEL CID/VILLAFRANCA,40.43333333333333,-0.6,1131
8500A,CASTELLON,CASTELLÓ - ALMASSORA,40.38333333333333,-0.3833333333333333,43
8501,CASTELLON,CASTELLÓ DE LA PLANA,40.333333333333336,-0.9500000000000001,23
8523X,CASTELLON,VINARÒS,40.8,1.2,111
9001D,CANTABRIA,REINOSA,43.5,-4.783333333333333,870
9019B,CANTABRIA,"VALDERREDIBLE, POLIENTES   ",43.18333333333333,-3.966666666666667,720
9051,BURGOS,MEDINA DE POMAR,43.11666666666667,-4.433333333333334,580
9087,ARABA/ALAVA,VITORIA AERÓDROMO,43.81666666666667,-3.0166666666666666,521
9091O,ARABA/ALAVA,FORONDA-TXOKIZA,43.78333333333333,-2.8333333333333335,513
9091R,ARABA/ALAVA,VITORIA-GASTEIZ AEROPUERTO,43.18333333333334,-3.6833333333333336,513
9111,BURGOS,BELORADO,42.68333333333333,-3.3833333333333333,820
9170,LA RIOJA,"LOGROÑO, AEROPUERTO",42.583333333333336,-3.183333333333333,353
9201K,HUESCA,JACA,43.300000000000004,-1.35,823
9208E,HUESCA,ARAGÜÉS DEL PUERTO,43.21666666666667,-1.0333333333333332,1025
9244X,ZARAGOZA,SOS DEL REY CATÓLICO,42.93333333333334,-2.0166666666666666,626
9262,NAVARRA,PAMPLONA,42.88333333333334,-1.9333333333333333,450
9263D,NAVARRA,"PAMPLONA, AEROPUERTO",43.38333333333333,-1.65,459
9263X,NAVARRA,"ARANGUREN, ILUNDAIN  ",43.333333333333336,-2.466666666666667,572
9283X,NAVARRA,CADREITA,42.61666666666667,-2.3833333333333333,268
9294E,NAVARRA,"BARDENAS REALES, BASE AÉREA",43.099999999999994,-1.9833333333333334,295
9381,TERUEL,"CALAMOCHA, AERÓDROMO",41.75,-1.6,932
9381I,TERUEL,CALAMOCHA,41.483333333333334,-1.8833333333333333,884
9390,ZARAGOZA,DAROCA,41.96666666666667,-2.0,779
9394X,ZARAGOZA,CALATAYUD,42.18333333333334,-2.35,582
9434,ZARAGOZA,"ZARAGOZA, AEROPUERTO",42.28333333333333,-1.25,249
9434P,ZARAGOZA,"ZARAGOZA, VALDESPARTERA",41.88333333333333,-1.0166666666666666,258
9563X,CASTELLON,CASTELLFORT,41.4,-0.3833333333333333,1220
9569A,TERUEL,CALANDA,41.73333333333333,-0.5,466
9573X,TERUEL,ALCAÑIZ,41.53333333333333,-0.6333333333333333,334
9576C,ZARAGOZA,BUJARALOZ,41.86666666666667,-0.6333333333333333,357
9585,GIRONA,LA MOLINA,43.26666666666667,2.3,1699
9619,LLEIDA,LA SEU D'URGELL,42.63333333333333,2.2333333333333334,677
9698U,LLEIDA,TALARN,42.51666666666667,1.7666666666666666,807
9720X,LLEIDA,TÀRREGA,41.68333333333333,2.1,388
9771,LLEIDA,"LLEIDA, OBSERVATORIO",41.65,0.8833333333333333,199
9771C,LLEIDA,LLEIDA,42.18333333333334,1.4666666666666668,186
9784P,HUESCA,BIELSA,43.416666666666664,0.7,992
9814A,HUESCA,TORLA,43.21666666666667,-0.7999999999999999,1020
9898,HUESCA,"HUESCA, AEROPUERTO",42.150000000000006,-0.85,546
9981A,TARRAGONA,ESTACIÓN DE TORTOSA (ROQUETES),41.03333333333334,1.0833333333333333,50
9987P,TARRAGONA,SANT JAUME D'ENVEJA,41.63333333333333,1.4,1
9990X,LLEIDA,"NAUT ARAN, ARTIES ",42.71666666666667,1.4833333333333334,1161
